,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
7186,35,Oct 82,R. Tucker,R. Tucker,36,Jun 83,39,41
7187,35,Oct 82,R.H. Roberts,,,,,44
7188,35,Oct 82,A.H. Curtis,"W.M. Coates
W.H. Blythe","36
36","Jan 83
Jan 83","39
39",44
7189,35,Nov 82,J.J. Sylvester,"J.J. Sylvester
S. Sircom","36
xx","Jul 83
xx","40
48",61
7190,35,Nov 82,J. Wolstenholme,A. Cayley,35,Dec 82,38,22
7191,35,Nov 82,G.M. Minchin,"D. Edwardes
Sarah Marks","39
xx","Aug 86
xx","46
46",18
7192,35,Nov 82,F.P. Matz,"W.H. Blythe
A.H. Nash","36
36","Jul 83
Jul 83","40
40",61
7193,35,Nov 82,Prof. Wolstenholme,,,,U57,44
7194,35,Nov 82,Prof. Wolstenholme,"W.J. Greenstreet
A. McMurchy","37
37","Mar 84
Mar 84","41
41",10
7195,35,Nov 82,W.H.H. Hudson,,,,U57,17
7196,35,Nov 82,R. Townsend,"R. Townsend
A.H. Curtis","xx
xx","xx
xx","38
38",46
7197,35,Nov 82,Editor,"W.H. Blythe
Sarah Marks
M. Collins
J. O’Regan","36
36
xx
xx","Mar 83
Mar 83
xx
xx","39
39
39
39",47
7198,35,Nov 82,Elizabeth Blackwood,,,,U57,13
7199,35,Nov 82,T.P. Kirkman,,,,U57,10
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
7200,35,Nov 82,G.S. Carr,"T.R. Terry
A.M. Nash","xx
xx","xx
xx","39
39",41
7201,35,Nov 82,R.F. Scott,"R. Knowles
C. Morgan
D. Edwardes
F.P. Matz","36
36
xx
xx","Mar 83
Mar 83
xx
xx","39
39
40
40",53
7202,35,Nov 82,Capt. P.A. MacMahon,,,,U57,44
7203,35,Nov 82,W.J.C. Sharp,W.J.C. Sharp,xx,xx,39,11
7204,35,Nov 82,J. Hammond,"D. Edwardes
Sarah Marks","xx
xx","xx
xx","39
39",6
7205,35,Nov 82,C. Leudesdorf,"J.S. Jenkins
Kate Gale","xx
xx","xx
xx","40
40",44
7206,35,Nov 82,D. Edwardes,"J. Cullen
Prof. Mukhopadhyay","xx
xx","xx
xx","66
66",6
7207,35,Nov 82,H.L. Orchard,G.B.M. Zerr,46,May 93,59,48
7208,35,Nov 82,A. McMurchy,"T.R. Terry
Sarah Marks","36
36","Mar 83
Mar 83","39
39",46
7209,35,Nov 82,W.J.C. Sharp,W.J.C. Sharp,xx,xx,44,41
7210,35,Nov 82,R. Knowles,,,,U57,61
7211,35,Nov 82,Asûtosh Mukhopâdhyây,,,,U57,6
7212,35,Nov 82,D. Edwardes,A. Mukhopadhyay,xx,xx,45,22
7213,35,Nov 82,C. Morgan,"R. Knowles
G. Turriff","36
36","Jan 83
Jan 83","39
39",41
7214,35,Nov 82,R. Tucker,,,,,41
7215,35,Nov 82,A.H. Curtis,"T.R. Terry
Prof. Mukhopadhyay","xx
xx","xx
xx","39
39",61
7216,35,Nov 82,F. Morley,F. Morley,36,Nov 83,40,79
7217,35,Nov 82,Thomas Muir,"G. Heppel
Prof Roy","xx
xx","xx
xx","39
39",25
7218,35,Nov 82,R.W. Genese,"G. Heppel
Prof. Roy","xx
xx","xx
xx","39
39",25
7219,35,Dec 82,J.J. Sylvester,J.J. Sylvester,36,May 83,39,9
7220,35,Dec 82,Prof. Wolstenholme,J. Wolstenholme,36,Dec 83,40,86
7221,35,Dec 82,R. Townsend,R. Townsend,xx,xx,39,11
7222,35,Dec 82,Asûtosh Mukhopâdhyây,,,,,15
7223,35,Dec 82,F.P. Matz,,,,,51
7224,35,Dec 82,Prof. Cochez,"J.L. Kitchin
D. Edwardes","36
36","Mar 83
Mar 83","39
39",6
7225,35,Dec 82,C.B.S. Cavallin,G.F. Walker,36,May 83,39,79
7226,35,Dec 82,J. Wolstenholme,,,,,45
7227,35,Dec 82,"E.B. Seitz
Editor","W.J.C. Sharp
D. Biddle
T.P. Kirkman","36
36
xx","Jul 83
Jul 83
xx","40
40
40",10
7228,35,Dec 82,W.H.H. Hudson,"T.A.E. Sanderson
J.S. Jenkins","xx
xx","xx
xx","39
39",41
7229,35,Dec 82,A. Martin,"W.H. Blythe
Sarah Marks","36
36","May 83
May 83","39
39",6
7230,35,Dec 82,Editor,D. Biddle,37,Apr 84,41,12
7231,35,Dec 82,"Elizabeth Blackwood
Editor [MQ 40]","J.L. Kitchin
A.M. Nash
E. Rutter","36
36
xx","Aug 83
Aug 83
xx","40
xx
40",97
7232,35,Dec 82,R.F. Scott,"G.F. Walker
F.P. Matz","36
36","Apr 83
Apr 83","39
39",45
7233,35,Dec 82,G.S. Carr,"T.R. Terry
A.M. Nash","xx
xx","xx
xx","39
39",41
7234,35,Dec 82,T.P. Kirkman,,,,,10
7235,35,Dec 82,C. Leudesdorf,W.S. McCay,xx,xx,39,41
7236,35,Dec 82,T.W. Openshaw,T.W. Openshaw,xx,xx,41,86
7237,35,Dec 82,W.J.C. Sharp,"A.H. Curtis
Christine Ladd","xx
xx","xx
xx","39
39",56
7238,35,Dec 82,W.J.C. Sharp,"R. W. White
J.L. Kitchin","36
36","Apr 83
Apr 83","39
39",41
7239,35,Dec 82,G. Turriff,"C. Morgan
A. Mukhopâdhyây","36
36","Apr 83
Apr 83","39
39",41
7240,35,Dec 82,H.L. Orchard,,,,,48
7241,35,Dec 82,A. McMurchy,"W.H. Blythe
J. O’Regan","36
36","Apr 83
Apr 83","39
39",9
7242,35,Dec 82,S. Tebay,S. Tebay,xx,xx,39,11
7243,35,Dec 82,J.E.A. Steggall,,,,,61
7244,35,Dec 82,D. Edwardes,T.C. Simons,xx,xx,49,48
7245,35,Dec 82,R. Knowles,"W.H. Blythe
F.P. Matz","xx
xx","xx
xx","40
40",48
7246,35,Dec 82,Capt. P.A. MacMahon,"Dr. Curtis
C. Morgan","36
36","Apr 83
Apr 83","39
39",48
7247,35,Dec 82,Dr.. Curtis,"W.M. Coates
Belle Easton","37
37","Mar 84
Mar 84","41
41",16
7248,35,Dec 82,E.B. Elliott,,,,,17
7249,36,Jan 83,J.J. Sylvester,"T.R. Terry
G. Heppel","36
36","Mar 83
Mar 83","39
39",79
,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE
7250,36,Jan 83,G.M. Minchin,,,,,18
7251,36,Jan 83,J. Wolstenholme,J. Wolstenholme,43,Sep 90,54,79
7252,36,Jan 83,W.H.H. Hudson,,,,,20
7253,36,Jan 83,Prof. Cochez,H.J. Woodall,xx,xx,62,52
7254,36,Jan 83,F.P. Matz,"R. Knowles
K. Roy","xx
xx","xx
xx","43
43",4
7255,36,Jan 83,A. Martin,"T.R. Terry
E. Rutter","36
36","Mar 83
Mar 83","39
39",8
7256,36,Jan 83,Asûtosh Mukhopâdhyây,,,,,17
7257,36,Jan 83,J.C. Malet,"J.C. Malet
A.H. Curtis","xx
xx","xx
xx","39
39",56
7258,36,Jan 83,Editor,"W.M. Coates
R.W. White","36
36","Jun 83
Jun 83","39
39",17
7259,36,Jan 83,"From Minchin’s
Uniplaner Kinematics",J.J. Walker,36,Mar 83,39,17
7260,36,Jan 83,Elizabeth Blackwood,"D. Biddle
Belle Easton","37
xx","Oct 84
xx","42
42",8
7261,36,Jan 83,G.S. Carr,,,,,6
7262,36,Jan 83,E.B. Elliott,"A.M. Nash
F.P. Matz","xx
xx","xx
xx","39
39",79
7263,36,Jan 83,J.J. Walker,"T.R. Terry
F.P. Matz","xx
xx","xx
xx","39
39",11
7264,36,Jan 83,R. Warburton-White,,,,,3
7265,36,Jan 83,J. Macleod,J. Macleod,36,Nov 83,40,41
7266,36,Jan 83,A. Macfarlane,A. Macfarlane,36,May 83,39,10
7267,36,Jan 83,C. Morgan,"Prof. Roy
Belle Easton","xx
xx",,"39
39",31
7268,36,Jan 83,W.S. M’Cay,A.H. Curtis,36,Jul 83,40,41
7269,36,Jan 83,Belle Easton,"T.R. Terry
J. O’Regan","36
36","Apr 83
Apr 83","39
39",8
7270,36,Jan 83,W.J.C. Sharp,W.J.C. Sharp,xx,xx,47,22
7271,36,Jan 83,T.P. Kirkman,,,,,10
7272,36,Jan 83,R.F. Scott,"R.W.W. White
J.P. Johnston","xx
xx","xx
xx","39
39",45
7273,36,Jan 83,A. McMurchy,"A. McMurchy
F.P. Matz","xx
xx","xx
xx","41
41",76
7274,36,Jan 83,R. Knowles,,,,,48
7275,36,Jan 83,D. Edwardes,"R.W. White
R. Knowles","xx
xx","xx
xx","40
40",3
7276,36,Jan 83,S. Tebay,S. Tebay,xx,xx,40,17
7277,36,Feb 83,J.J. Sylvester,J.J. Sylvester,36,Apr 83,39,61
7278,36,Feb 83,J. Wolstenholme,D. Edwardes,xx,xx,41,41
7279,36,Feb 83,W.H.H. Hudson,"W.H. Blythe
Sarah Marks","xx
xx","xx
xx","39
39",31
7280,36,Feb 83,J.C. Malet,"T.R. Terry
J.P. Johnston","36
36","Apr 83
Apr 83","39
39",46
7281,36,Feb 83,R.W. Genese,,,,,45
7282,36,Feb 83,J.R. Holt,,,,,10
7283,36,Feb 83,A. Martin,A. Martin,36,Jun 83,39,8
7284,36,Feb 83,"Asûtosh Mukhopâdhyây
[Same as #7482]",,,,,92
7285,36,Feb 83,Editor,"W.H. Blythe
A.H. Curtis","36
36","Apr 83
Apr 83","39
39",79
7286,36,Feb 83,W.J.C. Sharp,"R. Knowles
W.H. Blythe","xx
xx","xx
xx","39
39",41
7287,36,Feb 83,T.P. Kirkman,,,,,10
7288,36,Feb 83,R.F. Scott,A. Mukhopadhyay,xx,xx,44,88
7289,36,Feb 83,R. Warburton-White,G. Richardson,xx,xx,39,41
7290,36,Feb 83,S. Tebay,"R. Knowles
Belle Easton","xx
xx","xx
xx","40
40",47
7291,36,Feb 83,D. Edwardes,"D. Edwardes
R. Knowles","xx
xx","xx
xx","40
40",41
7292,36,Feb 83,A.H. Curtis,A.H. Curtis,37,Oct 84,42,17
7293,36,Feb 83,C. Leudesdorf,,,,U57,45
7294,36,Feb 83,A. McMurchy,"D. Edwardes
A.M. Nash","37
37","Apr 84
Apr 84","41
41",15
